CATEGORIA,puesto,salario,n_salarios,salario_min,salario_max
construccion-y-obra,Ayudante de albañil,$ 1.177.601/mes,31 salarios,$ 1.000.000,$ 1.500.000
construccion-y-obra,Ayudantes de bodega,$ 1.168.775/mes,40 salarios,$ 1.000.000,$ 1.700.000
construccion-y-obra,Ayudantes de construcción,$ 1.156.784/mes,1.525 salarios,$ 1.000.000,$ 1.500.000
construccion-y-obra,Médica auxiliar,$ 1.140.720/mes,34 salarios,$ 1.000.000,$ 1.174.327
construccion-y-obra,Promotora de venta,$ 1.135.600/mes,30 salarios,$ 1.000.000,$ 1.160.000
construccion-y-obra,Cortadoras,$ 1.105.720/mes,91 salarios,$ 1.000.000,$ 1.345.000
construccion-y-obra,Practicantes de diseño,$ 1.101.011/mes,57 salarios,$ 1.000.000,$ 1.160.000
construccion-y-obra,Cortadores/as,$ 1.066.408/mes,203 salarios,$ 1.000.000,$ 1.160.000
construccion-y-obra,Auxiliares de pintura,$ 1.052.302/mes,110 salarios,$ 1.000.000,$ 1.180.000
construccion-y-obra,Herreros,$ 1.000.000/mes,6 salarios,$ 1.000.000,$ 1.000.000
economia-y-contabilidad,Staff de contabilidad,$ 5.000.000/mes,4 salarios,$ 5.000.000,$ 5.000.000
economia-y-contabilidad,Finanzas,$ 4.892.632/mes,201 salarios,$ 1.000.000,$ 16.601.000
economia-y-contabilidad,Contralor,$ 4.366.637/mes,16 salarios,$ 1.000.000,$ 10.000.000
economia-y-contabilidad,Jefe/a de contabilidad,$ 4.316.102/mes,184 salarios,$ 1.000.000,$ 9.000.000
economia-y-contabilidad,Financial analyst,$ 4.003.846/mes,26 salarios,$ 2.100.000,$ 6.000.000
economia-y-contabilidad,Automatizador/a,$ 3.959.253/mes,136 salarios,$ 1.000.000,$ 9.999.999
economia-y-contabilidad,Jefe de contabilidad,$ 3.817.418/mes,537 salarios,$ 1.200.000,$ 8.500.000
economia-y-contabilidad,Jefe contable,$ 3.739.800/mes,351 salarios,$ 1.000.000,$ 8.000.000
economia-y-contabilidad,Especialista de crédito,$ 3.665.006/mes,62 salarios,$ 1.160.000,$ 9.000.000
economia-y-contabilidad,Analista financiero bilingüe,$ 3.620.908/mes,64 salarios,$ 1.000.000,$ 6.300.000
economia-y-contabilidad,Gerente de cobranzas,$ 3.619.500/mes,61 salarios,$ 2.000.000,$ 4.657.500
economia-y-contabilidad,Especialista de contabilidad,$ 3.601.250/mes,18 salarios,$ 2.389.500,$ 4.933.000
economia-y-contabilidad,Contador general,$ 3.586.484/mes,126 salarios,$ 1.200.000,$ 7.000.000
economia-y-contabilidad,Jefe/a de tesorería,$ 3.528.388/mes,88 salarios,$ 1.300.000,$ 7.108.360
economia-y-contabilidad,Contador bilingüe,$ 3.468.939/mes,315 salarios,$ 1.200.000,$ 5.500.000
economia-y-contabilidad,Auditor sénior,$ 3.447.822/mes,131 salarios,$ 1.300.000,$ 6.000.000
economia-y-contabilidad,Contralor/a,$ 3.441.913/mes,45 salarios,$ 1.049.155,$ 7.623.000
economia-y-contabilidad,Accountant,$ 3.356.023/mes,164 salarios,$ 1.500.000,$ 5.101.120
economia-y-contabilidad,Contadores públicos,$ 3.312.700/mes,26 salarios,$ 1.700.000,$ 6.000.000
economia-y-contabilidad,Coordinadora contabilidad,$ 3.300.000/mes,12 salarios,$ 3.300.000,$ 3.300.000
economia-y-contabilidad,Contador sénior,$ 3.295.612/mes,241 salarios,$ 1.160.000,$ 7.000.000
economia-y-contabilidad,Coordinador contabilidad,$ 3.156.939/mes,310 salarios,$ 1.050.000,$ 6.500.000
economia-y-contabilidad,Analista de riesgo crediticio,$ 3.136.725/mes,25 salarios,$ 1.160.000,$ 5.500.000
economia-y-contabilidad,Coordinador/a contable,$ 3.131.811/mes,95 salarios,$ 1.200.000,$ 5.000.000
economia-y-contabilidad,Contador fiscal,$ 3.123.852/mes,50 salarios,$ 1.000.000,$ 6.000.000
economia-y-contabilidad,Contador impuestos,$ 3.046.560/mes,416 salarios,$ 1.200.000,$ 6.000.000
economia-y-contabilidad,Estadístico/a,$ 3.018.577/mes,354 salarios,$ 1.000.000,$ 11.500.000
economia-y-contabilidad,Especialista en contabilidad,$ 3.008.448/mes,51 salarios,$ 1.160.000,$ 4.700.000
economia-y-contabilidad,Auditor fiscal,$ 2.914.041/mes,37 salarios,$ 1.111.111,$ 4.500.000
economia-y-contabilidad,Jefe/a,$ 2.906.540/mes,5.324 salarios,$ 1.000.000,$ 7.256.000
economia-y-contabilidad,Planeación,$ 2.824.889/mes,2.362 salarios,$ 1.000.000,$ 11.532.000
economia-y-contabilidad,Supervisor contable,$ 2.775.400/mes,52 salarios,$ 1.400.000,$ 4.800.000
economia-y-contabilidad,Contador/a sénior,$ 2.772.917/mes,24 salarios,$ 1.000.000,$ 3.500.000
economia-y-contabilidad,Jefe administrativo,$ 2.701.317/mes,201 salarios,$ 1.014.980,$ 5.500.000
economia-y-contabilidad,Contador administrativo,$ 2.679.799/mes,90 salarios,$ 1.000.000,$ 5.000.000
economia-y-contabilidad,Directora financiera,$ 2.675.667/mes,12 salarios,$ 1.608.000,$ 3.000.000
economia-y-contabilidad,Comercial hipotecario,$ 2.669.370/mes,2.787 salarios,$ 1.000.000,$ 8.198.000
economia-y-contabilidad,Contador/a público,$ 2.622.118/mes,1.211 salarios,$ 1.000.000,$ 5.500.000
economia-y-contabilidad,Analista de negocios,$ 2.618.945/mes,1.056 salarios,$ 1.000.000,$ 5.300.000
economia-y-contabilidad,Auditor/a interno,$ 2.595.729/mes,762 salarios,$ 1.000.000,$ 6.000.000
economia-y-contabilidad,Contador,$ 2.569.690/mes,2.845 salarios,$ 1.000.000,$ 4.500.000
economia-y-contabilidad,Contador/a,$ 2.561.856/mes,6.430 salarios,$ 1.000.000,$ 4.500.000
economia-y-contabilidad,Promotora social,$ 2.552.168/mes,11 salarios,$ 1.600.000,$ 2.750.000
economia-y-contabilidad,Analistas de procesos,$ 2.513.654/mes,21 salarios,$ 1.150.000,$ 5.800.000
economia-y-contabilidad,Contador público,$ 2.509.051/mes,1.923 salarios,$ 1.000.000,$ 4.500.000
economia-y-contabilidad,Coordinadora contable,$ 2.504.180/mes,62 salarios,$ 1.200.000,$ 4.000.000
economia-y-contabilidad,Auditora contable,$ 2.500.000/mes,6 salarios,$ 2.500.000,$ 2.500.000
economia-y-contabilidad,Contador auditor,$ 2.492.511/mes,131 salarios,$ 1.300.000,$ 4.000.000
economia-y-contabilidad,Analista de impuestos,$ 2.441.558/mes,2.340 salarios,$ 1.000.000,$ 6.500.000
economia-y-contabilidad,Auditor interno,$ 2.428.032/mes,479 salarios,$ 1.000.000,$ 4.700.000
economia-y-contabilidad,Analista de presupuesto,$ 2.407.715/mes,418 salarios,$ 1.000.000,$ 5.700.000
economia-y-contabilidad,Contador administrador,$ 2.391.508/mes,66 salarios,$ 1.111.111,$ 6.000.000
economia-y-contabilidad,Maestro de obra,$ 2.386.768/mes,955 salarios,$ 1.000.000,$ 4.000.000
economia-y-contabilidad,Asesores/as de crédito,$ 2.384.677/mes,343 salarios,$ 1.000.000,$ 6.000.000
economia-y-contabilidad,Analista fiscal,$ 2.372.616/mes,79 salarios,$ 1.530.000,$ 4.000.000
economia-y-contabilidad,Analista financiero,$ 2.352.564/mes,3.521 salarios,$ 1.000.000,$ 4.800.000
economia-y-contabilidad,Contador titulado,$ 2.349.110/mes,226 salarios,$ 1.200.000,$ 4.000.000
economia-y-contabilidad,Analista de finanzas,$ 2.331.782/mes,189 salarios,$ 1.000.000,$ 4.000.000
economia-y-contabilidad,Egresados/as,$ 2.302.583/mes,150 salarios,$ 1.000.000,$ 8.223.000
economia-y-contabilidad,Asistente/a de finanzas,$ 2.277.493/mes,42 salarios,$ 1.250.000,$ 4.237.000
economia-y-contabilidad,Analista de cuentas por cobrar,$ 2.268.974/mes,57 salarios,$ 1.000.000,$ 3.100.000
economia-y-contabilidad,Consultoría,$ 2.254.009/mes,97 salarios,$ 1.000.000,$ 4.500.000
economia-y-contabilidad,Auditor contable,$ 2.234.252/mes,202 salarios,$ 1.000.000,$ 6.000.000
economia-y-contabilidad,Auditor/a,$ 2.214.376/mes,2.044 salarios,$ 1.000.000,$ 5.080.000
economia-y-contabilidad,Ejecutivo/a financiero,$ 2.201.195/mes,4.263 salarios,$ 1.000.000,$ 8.000.000
economia-y-contabilidad,Contadores/as,$ 2.176.169/mes,96 salarios,$ 1.100.000,$ 4.000.000
economia-y-contabilidad,Financiero/a,$ 2.175.602/mes,3.800 salarios,$ 1.000.000,$ 5.500.000
economia-y-contabilidad,Analista impuestos,$ 2.170.630/mes,59 salarios,$ 1.000.000,$ 3.146.000
economia-y-contabilidad,Contador analista,$ 2.161.217/mes,210 salarios,$ 1.000.000,$ 3.500.000
economia-y-contabilidad,Auditor,$ 2.129.015/mes,304 salarios,$ 1.000.000,$ 4.130.000
economia-y-contabilidad,Contable,$ 2.087.664/mes,2.462 salarios,$ 1.000.000,$ 5.000.000
economia-y-contabilidad,Auxiliar contable bilingüe,$ 2.068.286/mes,70 salarios,$ 1.000.000,$ 3.600.000
economia-y-contabilidad,Contador/a financiero/a,$ 2.060.000/mes,7 salarios,$ 2.070.000,$ 2.070.000
economia-y-contabilidad,Coordinador de cartera,$ 2.057.347/mes,518 salarios,$ 1.000.000,$ 4.600.000
economia-y-contabilidad,Contador júnior,$ 2.027.172/mes,1.116 salarios,$ 1.000.000,$ 2.800.000
economia-y-contabilidad,Analista de costos,$ 2.024.771/mes,3.049 salarios,$ 1.000.000,$ 5.000.000
economia-y-contabilidad,Contadora auxiliar,$ 2.000.000/mes,19 salarios,$ 1.200.000,$ 2.200.000
economia-y-contabilidad,Fiscal,$ 1.990.070/mes,40 salarios,$ 1.000.000,$ 4.249.000
economia-y-contabilidad,Contabilidad,$ 1.979.552/mes,1.516 salarios,$ 1.000.000,$ 5.082.000
economia-y-contabilidad,Contadores/as financieros/as,$ 1.968.528/mes,13 salarios,$ 1.690.863,$ 2.000.000
economia-y-contabilidad,Manufacturas,$ 1.949.303/mes,38 salarios,$ 1.170.000,$ 3.500.000
economia-y-contabilidad,Tesorero,$ 1.947.124/mes,305 salarios,$ 1.000.000,$ 5.500.000
economia-y-contabilidad,Contadora analista,$ 1.944.238/mes,18 salarios,$ 1.500.000,$ 2.300.000
economia-y-contabilidad,Analista de tesorería,$ 1.937.221/mes,2.664 salarios,$ 1.000.000,$ 3.400.000
economia-y-contabilidad,Contables,$ 1.931.119/mes,251 salarios,$ 1.000.000,$ 5.000.000
economia-y-contabilidad,Analista de créditos,$ 1.909.296/mes,3.902 salarios,$ 1.000.000,$ 7.000.000
economia-y-contabilidad,Egresado/a,$ 1.907.355/mes,169 salarios,$ 1.000.000,$ 4.100.000
economia-y-contabilidad,Analista de crédito,$ 1.907.172/mes,1.449 salarios,$ 1.000.000,$ 4.075.203
economia-y-contabilidad,Licitador,$ 1.900.564/mes,48 salarios,$ 1.000.000,$ 3.500.000
economia-y-contabilidad,Tesorería,$ 1.897.003/mes,564 salarios,$ 1.000.000,$ 4.086.000
economia-y-contabilidad,Asistente/a de contador,$ 1.889.959/mes,136 salarios,$ 1.200.000,$ 2.700.000
economia-y-contabilidad,Contador/a propiedad horizontal,$ 1.888.889/mes,9 salarios,$ 1.000.000,$ 2.000.000
economia-y-contabilidad,Customer care representative,$ 1.876.800/mes,25 salarios,$ 1.400.000,$ 2.300.000
economia-y-contabilidad,Promotor social,$ 1.875.315/mes,29 salarios,$ 1.000.000,$ 3.160.000
economia-y-contabilidad,Analista contable,$ 1.853.142/mes,15.615 salarios,$ 1.000.000,$ 3.090.000
economia-y-contabilidad,Asistente de auditoría,$ 1.851.043/mes,370 salarios,$ 1.000.000,$ 3.889.267
economia-y-contabilidad,Controller,$ 1.843.450/mes,1.254 salarios,$ 1.000.000,$ 7.000.000
economia-y-contabilidad,Exportaciones,$ 1.836.885/mes,859 salarios,$ 1.000.000,$ 5.000.000
economia-y-contabilidad,Tesorero/a,$ 1.834.875/mes,778 salarios,$ 1.000.000,$ 3.300.000
economia-y-contabilidad,Contadora auditora,$ 1.822.222/mes,9 salarios,$ 1.000.000,$ 2.000.000
economia-y-contabilidad,Analista contable y administrativo,$ 1.816.036/mes,140 salarios,$ 1.100.000,$ 2.800.000
economia-y-contabilidad,Analistas contables,$ 1.811.196/mes,192 salarios,$ 1.000.000,$ 3.200.000
economia-y-contabilidad,Analistas de nomina,$ 1.793.399/mes,110 salarios,$ 1.029.229,$ 2.500.000
economia-y-contabilidad,Auxiliar de contador,$ 1.792.095/mes,150 salarios,$ 1.000.000,$ 3.500.000
economia-y-contabilidad,Contadoras,$ 1.784.228/mes,162 salarios,$ 1.000.000,$ 2.600.000
economia-y-contabilidad,Analista de facturación,$ 1.764.428/mes,3.132 salarios,$ 1.000.000,$ 3.600.000
economia-y-contabilidad,Auditor ingresos,$ 1.750.858/mes,98 salarios,$ 1.000.000,$ 3.500.000
economia-y-contabilidad,Analistas de seguridad,$ 1.745.180/mes,71 salarios,$ 1.030.000,$ 2.800.000
economia-y-contabilidad,Asistente/a de contabilidad,$ 1.743.922/mes,235 salarios,$ 1.000.000,$ 3.000.000
economia-y-contabilidad,Contadora júnior,$ 1.733.333/mes,69 salarios,$ 1.100.000,$ 3.000.000
economia-y-contabilidad,Manufactura,$ 1.731.664/mes,829 salarios,$ 1.000.000,$ 3.900.000
economia-y-contabilidad,Asistente financiero,$ 1.715.572/mes,304 salarios,$ 1.000.000,$ 4.500.000
economia-y-contabilidad,Administrativas financieras,$ 1.715.008/mes,398 salarios,$ 1.000.000,$ 5.800.000
economia-y-contabilidad,Tesorera,$ 1.711.931/mes,291 salarios,$ 1.000.000,$ 2.750.000
economia-y-contabilidad,Analista de cobranzas,$ 1.711.030/mes,528 salarios,$ 1.000.000,$ 3.800.000
economia-y-contabilidad,Asistente/a de costos,$ 1.709.397/mes,96 salarios,$ 1.000.000,$ 3.000.000
economia-y-contabilidad,Vendedores ejecutivos,$ 1.709.000/mes,17 salarios,$ 1.000.000,$ 2.000.000
economia-y-contabilidad,Asesor contable,$ 1.702.626/mes,103 salarios,$ 1.000.000,$ 3.000.000
economia-y-contabilidad,Analistas de cartera,$ 1.678.761/mes,49 salarios,$ 1.000.000,$ 2.500.000
economia-y-contabilidad,Asistentes/as contables,$ 1.677.090/mes,49 salarios,$ 1.100.000,$ 2.500.000
economia-y-contabilidad,Asistente de contabilidad,$ 1.676.608/mes,599 salarios,$ 1.000.000,$ 3.300.000
economia-y-contabilidad,Asistente/a de cuentas,$ 1.661.848/mes,197 salarios,$ 1.000.000,$ 3.000.000
economia-y-contabilidad,Cobrador domiciliario,$ 1.656.286/mes,7 salarios,$ 1.160.000,$ 1.917.000
economia-y-contabilidad,Ejecutiva financiera,$ 1.654.000/mes,10 salarios,$ 1.000.000,$ 1.800.000
economia-y-contabilidad,Asesores/as financieros,$ 1.631.729/mes,1.076 salarios,$ 1.000.000,$ 4.000.000
economia-y-contabilidad,Carteras,$ 1.621.662/mes,1.292 salarios,$ 1.000.000,$ 3.200.000
economia-y-contabilidad,Administrativas de ventas,$ 1.620.822/mes,251 salarios,$ 1.000.000,$ 3.300.000
economia-y-contabilidad,Auxiliares de crédito,$ 1.611.974/mes,26 salarios,$ 1.000.000,$ 2.072.000
economia-y-contabilidad,Asistente/a contable,$ 1.600.144/mes,1.930 salarios,$ 1.000.000,$ 2.900.700
economia-y-contabilidad,Promotor de mercadeo,$ 1.599.974/mes,88 salarios,$ 1.000.000,$ 2.020.000
economia-y-contabilidad,Promotor/a productos financieros,$ 1.588.889/mes,18 salarios,$ 1.000.000,$ 2.500.000
economia-y-contabilidad,Auxiliar contabilidad,$ 1.560.225/mes,102 salarios,$ 1.000.000,$ 2.400.000
economia-y-contabilidad,Asistente/a administrativo contable,$ 1.559.491/mes,207 salarios,$ 1.000.000,$ 2.111.000
economia-y-contabilidad,Gestor administrativo,$ 1.557.849/mes,353 salarios,$ 1.000.000,$ 2.700.000
economia-y-contabilidad,Administrativo tesorería,$ 1.549.128/mes,103 salarios,$ 1.000.000,$ 3.500.000
economia-y-contabilidad,Analistas de facturación,$ 1.547.384/mes,45 salarios,$ 1.000.000,$ 2.240.000
economia-y-contabilidad,Asistente contable y administrativo,$ 1.540.819/mes,354 salarios,$ 1.000.000,$ 2.700.000
economia-y-contabilidad,Asesor/a comercial financiero,$ 1.528.457/mes,76 salarios,$ 1.000.000,$ 2.500.000
economia-y-contabilidad,Asistente contable,$ 1.524.906/mes,6.960 salarios,$ 1.000.000,$ 2.300.000
economia-y-contabilidad,Contable proveedores,$ 1.524.793/mes,26 salarios,$ 1.200.000,$ 2.240.000
economia-y-contabilidad,Recibidor/a,$ 1.517.097/mes,67 salarios,$ 1.035.000,$ 2.280.826
economia-y-contabilidad,Comercial interno,$ 1.509.074/mes,518 salarios,$ 1.000.000,$ 3.386.000
economia-y-contabilidad,Asesora contable,$ 1.500.000/mes,4 salarios,$ 1.400.000,$ 1.600.000
economia-y-contabilidad,Tesoreras,$ 1.490.773/mes,75 salarios,$ 1.000.000,$ 2.500.000
economia-y-contabilidad,Auxiliar en contaduría,$ 1.482.577/mes,453 salarios,$ 1.000.000,$ 2.250.000
economia-y-contabilidad,Auxiliar cobranza,$ 1.481.810/mes,20 salarios,$ 1.079.000,$ 1.800.000
economia-y-contabilidad,Analista de facturación y cobranza,$ 1.471.429/mes,7 salarios,$ 1.400.000,$ 1.500.000
economia-y-contabilidad,Auxiliar de contabilidad,$ 1.469.586/mes,1.291 salarios,$ 1.000.000,$ 2.758.000
economia-y-contabilidad,Auxiliares de tesorería,$ 1.465.729/mes,34 salarios,$ 1.000.000,$ 2.300.000
economia-y-contabilidad,Auxiliar de costos,$ 1.447.290/mes,965 salarios,$ 1.000.000,$ 2.215.000
economia-y-contabilidad,Auxiliar de contable,$ 1.427.480/mes,12.443 salarios,$ 1.000.000,$ 3.000.000
economia-y-contabilidad,Auxiliar tesorería,$ 1.427.094/mes,229 salarios,$ 1.000.000,$ 2.800.000
economia-y-contabilidad,Facturador/a,$ 1.426.438/mes,1.213 salarios,$ 1.000.000,$ 2.900.000
economia-y-contabilidad,Auxiliares de cartera,$ 1.424.953/mes,133 salarios,$ 1.000.000,$ 2.060.000
economia-y-contabilidad,Auxiliar de tesorería,$ 1.422.836/mes,3.964 salarios,$ 1.000.000,$ 2.200.000
economia-y-contabilidad,Auxiliar de nómina,$ 1.414.040/mes,5.407 salarios,$ 1.000.000,$ 3.000.000
economia-y-contabilidad,Asistente/a en contabilidad,$ 1.404.918/mes,310 salarios,$ 1.000.000,$ 2.186.000
economia-y-contabilidad,Accounting managers,$ 1.400.000/mes,15 salarios,$ 1.400.000,$ 1.400.000
economia-y-contabilidad,Ejecutivo de cobranza,$ 1.384.810/mes,273 salarios,$ 1.000.000,$ 2.500.000
