CATEGORIA,puesto,salario,n_salarios,salario_min,salario_max
hosteleria-y-turismo,Jefe de barra,$ 1.528.646/mes,33 salarios,$ 1.013.000,$ 2.200.000
hosteleria-y-turismo,Chef técnico,$ 1.527.477/mes,31 salarios,$ 1.000.000,$ 2.400.000
hosteleria-y-turismo,Supervisora,$ 1.507.884/mes,965 salarios,$ 1.000.000,$ 2.353.000
hosteleria-y-turismo,Rigger,$ 1.481.818/mes,11 salarios,$ 1.000.000,$ 1.800.000
hosteleria-y-turismo,Recepcionista nocturno,$ 1.477.899/mes,112 salarios,$ 1.000.000,$ 2.200.000
hosteleria-y-turismo,Supervisora de aseo,$ 1.475.666/mes,155 salarios,$ 1.000.000,$ 2.300.000
hosteleria-y-turismo,Pastelero,$ 1.467.890/mes,162 salarios,$ 1.000.000,$ 2.500.000
hosteleria-y-turismo,Cocinero chef,$ 1.464.470/mes,42 salarios,$ 1.000.000,$ 2.300.000
hosteleria-y-turismo,Secretario comercial,$ 1.464.458/mes,12 salarios,$ 1.250.000,$ 2.000.000
hosteleria-y-turismo,Susheros/as,$ 1.453.846/mes,26 salarios,$ 1.000.000,$ 1.800.000
hosteleria-y-turismo,Chef cocinero,$ 1.448.802/mes,159 salarios,$ 1.000.000,$ 2.603.929
hosteleria-y-turismo,Pastelero/a,$ 1.448.082/mes,1.143 salarios,$ 1.000.000,$ 3.500.000
hosteleria-y-turismo,Lavalozas,$ 1.439.997/mes,19 salarios,$ 1.300.000,$ 1.563.000
hosteleria-y-turismo,Parrilleros/as,$ 1.439.331/mes,162 salarios,$ 1.000.000,$ 2.300.000
hosteleria-y-turismo,Asesor corporativo,$ 1.436.246/mes,137 salarios,$ 1.000.000,$ 2.000.000
hosteleria-y-turismo,Responsable de ventas,$ 1.434.537/mes,23 salarios,$ 1.000.000,$ 2.000.000
hosteleria-y-turismo,Sushero/a,$ 1.433.706/mes,203 salarios,$ 1.000.000,$ 2.500.000
hosteleria-y-turismo,Recepcionista para hotel,$ 1.432.366/mes,612 salarios,$ 1.000.000,$ 2.548.000
hosteleria-y-turismo,Sushero,$ 1.431.914/mes,76 salarios,$ 1.000.000,$ 2.550.000
hosteleria-y-turismo,Asistente/a de operaciones,$ 1.426.806/mes,791 salarios,$ 1.000.000,$ 2.345.000
hosteleria-y-turismo,Parrilleros,$ 1.426.640/mes,57 salarios,$ 1.000.000,$ 1.802.000
hosteleria-y-turismo,Chef de cocina,$ 1.424.752/mes,240 salarios,$ 1.000.000,$ 2.030.000
hosteleria-y-turismo,Despachadores/as,$ 1.424.086/mes,28 salarios,$ 1.000.000,$ 2.000.000
hosteleria-y-turismo,Cocinero sushero,$ 1.423.281/mes,50 salarios,$ 1.000.000,$ 2.300.000
hosteleria-y-turismo,Cajera encargada,$ 1.418.921/mes,38 salarios,$ 1.000.000,$ 1.800.000
hosteleria-y-turismo,Cajero/a recepcionista,$ 1.414.037/mes,11 salarios,$ 1.100.000,$ 1.491.488
hosteleria-y-turismo,Encargado de mantenimiento,$ 1.397.867/mes,24 salarios,$ 1.100.000,$ 1.580.800
hosteleria-y-turismo,Recepcionista hotel,$ 1.397.776/mes,182 salarios,$ 1.000.000,$ 2.080.500
hosteleria-y-turismo,Recepcionista y atención al cliente,$ 1.396.429/mes,14 salarios,$ 1.000.000,$ 2.000.000
hosteleria-y-turismo,Maestro/a de cocina,$ 1.388.909/mes,22 salarios,$ 1.100.000,$ 1.799.999
hosteleria-y-turismo,Cajero recepcionista,$ 1.382.500/mes,120 salarios,$ 1.000.000,$ 1.888.765
hosteleria-y-turismo,Ayudante de cocinero,$ 1.374.832/mes,12 salarios,$ 1.160.000,$ 1.700.000
hosteleria-y-turismo,Estilista profesional,$ 1.366.061/mes,49 salarios,$ 1.000.000,$ 1.800.000
hosteleria-y-turismo,Cocinero/a,$ 1.364.461/mes,5.994 salarios,$ 1.000.000,$ 2.108.099
hosteleria-y-turismo,Vendedores auxiliares,$ 1.354.872/mes,112 salarios,$ 1.000.000,$ 1.623.500
hosteleria-y-turismo,Panadero/a,$ 1.349.646/mes,1.574 salarios,$ 1.000.000,$ 2.006.000
hosteleria-y-turismo,Hoteleras,$ 1.348.742/mes,306 salarios,$ 1.000.000,$ 2.000.000
hosteleria-y-turismo,Panadero,$ 1.348.368/mes,872 salarios,$ 1.000.000,$ 2.000.000
hosteleria-y-turismo,Recepcionista en hotelería,$ 1.343.070/mes,50 salarios,$ 1.000.000,$ 1.600.000
hosteleria-y-turismo,Pizzero/a,$ 1.342.998/mes,780 salarios,$ 1.000.000,$ 2.450.000
hosteleria-y-turismo,Controlador/a,$ 1.336.604/mes,1.083 salarios,$ 1.000.000,$ 1.937.000
hosteleria-y-turismo,Asesor comercial interno,$ 1.336.227/mes,528 salarios,$ 1.000.000,$ 1.900.000
hosteleria-y-turismo,Cuidador/a,$ 1.334.484/mes,355 salarios,$ 1.000.000,$ 2.100.000
hosteleria-y-turismo,Salvavidas,$ 1.328.900/mes,804 salarios,$ 1.000.000,$ 2.266.900
hosteleria-y-turismo,Recepcionista de aeropuerto,$ 1.326.448/mes,18 salarios,$ 1.000.000,$ 1.558.105
hosteleria-y-turismo,Preparador/a,$ 1.316.270/mes,629 salarios,$ 1.000.000,$ 2.500.000
hosteleria-y-turismo,Recepcionista cajera,$ 1.315.446/mes,33 salarios,$ 1.000.000,$ 1.633.000
hosteleria-y-turismo,Cajero restaurante,$ 1.301.383/mes,391 salarios,$ 1.000.000,$ 2.100.000
hosteleria-y-turismo,Parrillero,$ 1.299.809/mes,692 salarios,$ 1.000.000,$ 1.802.879
hosteleria-y-turismo,Preparador,$ 1.295.597/mes,31 salarios,$ 1.000.000,$ 1.800.000
hosteleria-y-turismo,Restaurante,$ 1.292.657/mes,5.271 salarios,$ 1.000.000,$ 2.000.000
hosteleria-y-turismo,Bailarín,$ 1.292.222/mes,18 salarios,$ 1.160.000,$ 1.300.000
hosteleria-y-turismo,Encuestadores/as,$ 1.291.688/mes,344 salarios,$ 1.000.000,$ 1.750.000
hosteleria-y-turismo,Susheros,$ 1.291.643/mes,70 salarios,$ 1.000.000,$ 1.300.000
hosteleria-y-turismo,Stewardess,$ 1.290.000/mes,8 salarios,$ 1.160.000,$ 1.340.000
hosteleria-y-turismo,Lavaloza,$ 1.289.523/mes,50 salarios,$ 1.000.000,$ 1.480.440
hosteleria-y-turismo,Jefes de cocina,$ 1.289.286/mes,14 salarios,$ 1.200.000,$ 1.300.000
hosteleria-y-turismo,Mayordomo/ama de llave,$ 1.286.387/mes,79 salarios,$ 1.000.000,$ 1.900.000
hosteleria-y-turismo,Operadora logística,$ 1.284.764/mes,15 salarios,$ 1.000.000,$ 1.684.484
hosteleria-y-turismo,Ornamentador,$ 1.283.414/mes,124 salarios,$ 1.000.000,$ 2.000.000
hosteleria-y-turismo,Protocolo,$ 1.282.025/mes,1.845 salarios,$ 1.000.000,$ 1.830.000
hosteleria-y-turismo,Florista,$ 1.281.788/mes,138 salarios,$ 1.000.000,$ 2.000.000
hosteleria-y-turismo,Operario de playa,$ 1.280.954/mes,11 salarios,$ 1.000.000,$ 1.423.500
hosteleria-y-turismo,Jefe/a de barra,$ 1.278.624/mes,63 salarios,$ 1.100.000,$ 1.600.000
hosteleria-y-turismo,Decorador/a,$ 1.276.847/mes,106 salarios,$ 1.000.000,$ 2.000.000
hosteleria-y-turismo,Terapeuta spa,$ 1.276.780/mes,59 salarios,$ 1.000.000,$ 1.640.000
hosteleria-y-turismo,Barman,$ 1.276.286/mes,1.010 salarios,$ 1.000.000,$ 2.200.000
hosteleria-y-turismo,Hostess,$ 1.274.330/mes,514 salarios,$ 1.000.000,$ 1.800.000
hosteleria-y-turismo,Cocinera,$ 1.271.438/mes,601 salarios,$ 1.000.000,$ 1.819.000
hosteleria-y-turismo,Meseros/as,$ 1.271.318/mes,2.475 salarios,$ 1.000.000,$ 2.250.000
hosteleria-y-turismo,Bartenders,$ 1.269.938/mes,24 salarios,$ 1.000.000,$ 2.000.000
hosteleria-y-turismo,Guía,$ 1.262.931/mes,209 salarios,$ 1.000.000,$ 1.800.000
hosteleria-y-turismo,Salvavida,$ 1.262.196/mes,40 salarios,$ 1.000.000,$ 1.576.369
hosteleria-y-turismo,Asistente/a de cocina,$ 1.258.723/mes,47 salarios,$ 1.000.000,$ 1.300.000
hosteleria-y-turismo,Mesero/a,$ 1.255.305/mes,7.827 salarios,$ 1.000.000,$ 2.162.000
hosteleria-y-turismo,Bailarina,$ 1.251.609/mes,23 salarios,$ 1.000.000,$ 1.500.000
hosteleria-y-turismo,Auxiliar cocina,$ 1.250.286/mes,751 salarios,$ 1.000.000,$ 1.660.000
hosteleria-y-turismo,Camarero,$ 1.248.082/mes,41 salarios,$ 1.000.000,$ 1.700.000
hosteleria-y-turismo,Cajero mesero,$ 1.242.862/mes,339 salarios,$ 1.000.000,$ 1.709.000
hosteleria-y-turismo,Auxiliar de panadería,$ 1.242.660/mes,2.357 salarios,$ 1.000.000,$ 1.760.000
hosteleria-y-turismo,Anfitriona,$ 1.238.844/mes,273 salarios,$ 1.000.000,$ 1.724.500
hosteleria-y-turismo,Mesero,$ 1.238.633/mes,1.897 salarios,$ 1.000.000,$ 1.862.000
hosteleria-y-turismo,Cocineros parrilleros,$ 1.232.879/mes,19 salarios,$ 1.000.000,$ 1.800.000
hosteleria-y-turismo,Lavandería,$ 1.228.211/mes,1.122 salarios,$ 1.000.000,$ 1.850.550
hosteleria-y-turismo,Costurera,$ 1.226.849/mes,110 salarios,$ 1.000.000,$ 1.500.000
hosteleria-y-turismo,Recepción,$ 1.216.227/mes,495 salarios,$ 1.000.000,$ 1.524.000
hosteleria-y-turismo,Steward/ess,$ 1.214.991/mes,2.968 salarios,$ 1.000.000,$ 1.729.280
hosteleria-y-turismo,Steward,$ 1.207.293/mes,1.946 salarios,$ 1.000.000,$ 1.688.999
hosteleria-y-turismo,Baristas,$ 1.203.470/mes,195 salarios,$ 1.000.000,$ 1.700.000
hosteleria-y-turismo,Agente telefónico,$ 1.201.937/mes,2.078 salarios,$ 1.000.000,$ 1.903.500
hosteleria-y-turismo,Camareras,$ 1.201.837/mes,833 salarios,$ 1.000.000,$ 1.840.000
hosteleria-y-turismo,Cocinero/a sushero/a,$ 1.200.000/mes,5 salarios,$ 1.100.000,$ 1.350.000
hosteleria-y-turismo,Anfitrionas,$ 1.198.482/mes,340 salarios,$ 1.000.000,$ 1.670.831
hosteleria-y-turismo,Operador telefónico,$ 1.195.454/mes,49 salarios,$ 1.000.000,$ 2.000.000
hosteleria-y-turismo,Recreadora,$ 1.195.196/mes,18 salarios,$ 1.000.000,$ 1.260.640
hosteleria-y-turismo,Meseros,$ 1.188.519/mes,1.744 salarios,$ 1.000.000,$ 1.729.000
hosteleria-y-turismo,Pasteleros,$ 1.188.125/mes,16 salarios,$ 1.000.000,$ 1.300.000
hosteleria-y-turismo,Auxiliar de sala,$ 1.175.532/mes,111 salarios,$ 1.000.000,$ 1.374.300
hosteleria-y-turismo,Promotor,$ 1.165.851/mes,794 salarios,$ 1.000.000,$ 1.660.000
hosteleria-y-turismo,Ayudante de pastelería,$ 1.159.793/mes,22 salarios,$ 1.000.000,$ 1.500.000
hosteleria-y-turismo,Pasteleros/as,$ 1.146.446/mes,28 salarios,$ 1.000.000,$ 1.430.000
hosteleria-y-turismo,Lavanderías,$ 1.137.246/mes,17 salarios,$ 1.000.000,$ 1.400.000
hosteleria-y-turismo,Ayudantes de cocina,$ 1.123.593/mes,86 salarios,$ 1.000.000,$ 1.500.000
hosteleria-y-turismo,Recepcionista cajero,$ 1.110.187/mes,156 salarios,$ 1.000.000,$ 1.300.000
hosteleria-y-turismo,Recreador,$ 1.103.026/mes,22 salarios,$ 1.000.000,$ 1.300.000
hosteleria-y-turismo,Manipuladores/as de alimentos,$ 1.087.804/mes,123 salarios,$ 1.000.000,$ 1.300.000
hosteleria-y-turismo,Stewards,$ 1.053.192/mes,21 salarios,$ 1.000.000,$ 1.079.000
hosteleria-y-turismo,Recepcionista hostess,$ 1.000.000/mes,9 salarios,$ 1.000.000,$ 1.000.000
hosteleria-y-turismo,Auxiliares en cocina,$ 1.000.000/mes,9 salarios,$ 1.000.000,$ 1.000.000
hosteleria-y-turismo,Manipuladoras de alimentos,$ 1.000.000/mes,24 salarios,$ 1.000.000,$ 1.000.000
hosteleria-y-turismo,Recreadores/as,$ 1.000.000/mes,39 salarios,$ 1.000.000,$ 1.000.000
hosteleria-y-turismo,Auxiliar en cocina,$ 1.000.000/mes,3.373 salarios,$ 1.000.000,$ 1.000.000
hosteleria-y-turismo,Recepcionistas para hotel,$ 1.000.000/mes,6 salarios,$ 1.000.000,$ 1.000.000
hosteleria-y-turismo,Cajeras restaurantes,$ 1.000.000/mes,45 salarios,$ 1.000.000,$ 1.000.000
informatica-y-telecom,QA tester,$ 10.042.520/mes,634 salarios,$ 1.000.000,$ 19.988.639
informatica-y-telecom,Tester QA,$ 9.755.922/mes,442 salarios,$ 1.012.663,$ 19.956.286
informatica-y-telecom,QA engineer,$ 7.883.587/mes,24 salarios,$ 3.000.000,$ 15.000.000
informatica-y-telecom,Arquitecto/a de software,$ 7.508.338/mes,159 salarios,$ 1.000.000,$ 15.000.000
informatica-y-telecom,Arquitecto de software,$ 7.235.216/mes,177 salarios,$ 1.520.812,$ 16.000.000
informatica-y-telecom,Arquitecto sistemas,$ 6.778.276/mes,17 salarios,$ 1.700.000,$ 8.500.000
informatica-y-telecom,Software engineer,$ 6.051.302/mes,82 salarios,$ 1.500.000,$ 18.000.000
informatica-y-telecom,Desarrollador/a iOS,$ 5.921.000/mes,5 salarios,$ 5.921.000,$ 5.921.000
informatica-y-telecom,Ingeniero/a sénior,$ 5.916.666/mes,6 salarios,$ 5.500.000,$ 6.000.000
informatica-y-telecom,Ingeniero sénior,$ 5.568.706/mes,214 salarios,$ 1.000.000,$ 16.000.000
informatica-y-telecom,Tester bilingüe,$ 5.500.000/mes,7 salarios,$ 5.500.000,$ 5.500.000
informatica-y-telecom,Gerente de proyectos,$ 5.283.463/mes,547 salarios,$ 1.000.000,$ 13.000.189
informatica-y-telecom,Gerente de proyecto,$ 5.260.370/mes,208 salarios,$ 1.000.000,$ 10.765.508
informatica-y-telecom,Software developer,$ 5.173.862/mes,98 salarios,$ 1.423.500,$ 14.658.960
informatica-y-telecom,Desarrollador abap,$ 5.039.440/mes,25 salarios,$ 2.000.000,$ 11.000.000
informatica-y-telecom,IT manager,$ 4.955.556/mes,27 salarios,$ 1.000.002,$ 8.000.000
informatica-y-telecom,Analistas de ingeniería,$ 4.797.600/mes,8 salarios,$ 4.800.000,$ 4.800.000
informatica-y-telecom,Desarrollador SharePoint,$ 4.789.750/mes,32 salarios,$ 2.400.000,$ 7.500.000
informatica-y-telecom,Desarrollador cobol,$ 4.750.968/mes,46 salarios,$ 2.500.000,$ 6.800.000
informatica-y-telecom,System administrator,$ 4.708.523/mes,17 salarios,$ 2.400.000,$ 6.700.000
informatica-y-telecom,Desarrollador Oracle,$ 4.635.234/mes,126 salarios,$ 1.200.000,$ 9.712.000
informatica-y-telecom,Programador net,$ 4.602.254/mes,71 salarios,$ 1.400.000,$ 6.200.000
informatica-y-telecom,Desarrollador etl,$ 4.547.747/mes,49 salarios,$ 2.000.000,$ 6.187.892
informatica-y-telecom,Ingenieros de desarrollo,$ 4.463.708/mes,309 salarios,$ 1.700.000,$ 6.500.000
informatica-y-telecom,Java developer,$ 4.439.969/mes,120 salarios,$ 1.600.000,$ 15.591.760
informatica-y-telecom,Gerente administrativo,$ 4.395.834/mes,228 salarios,$ 1.000.000,$ 10.000.000
informatica-y-telecom,Desarrollador java,$ 4.383.002/mes,1.657 salarios,$ 1.000.000,$ 12.700.000
informatica-y-telecom,Desarrollador/a .net,$ 4.332.414/mes,29 salarios,$ 1.500.000,$ 5.320.000
informatica-y-telecom,Desarrolladores de software,$ 4.281.294/mes,17 salarios,$ 1.050.000,$ 7.500.000
informatica-y-telecom,Desarrolladores .net,$ 4.280.480/mes,15 salarios,$ 3.500.000,$ 5.000.000
informatica-y-telecom,Consultor abap,$ 4.225.000/mes,20 salarios,$ 2.500.000,$ 8.000.000
informatica-y-telecom,Software developers,$ 4.181.250/mes,16 salarios,$ 3.500.000,$ 5.000.000
informatica-y-telecom,Desarrolladores/as java,$ 4.164.843/mes,38 salarios,$ 2.000.000,$ 5.450.000
informatica-y-telecom,Ingeniería de software,$ 4.148.648/mes,125 salarios,$ 1.000.000,$ 13.000.000
informatica-y-telecom,Desarrollador JavaScript,$ 4.136.102/mes,236 salarios,$ 1.000.000,$ 11.000.000
informatica-y-telecom,Project manager,$ 3.994.742/mes,461 salarios,$ 1.000.000,$ 8.000.000
informatica-y-telecom,Programador .NET,$ 3.990.484/mes,91 salarios,$ 1.200.000,$ 6.200.000
informatica-y-telecom,Ingeniero bilingüe,$ 3.988.401/mes,169 salarios,$ 1.000.000,$ 12.000.000
informatica-y-telecom,Ingeniero de software,$ 3.983.934/mes,117 salarios,$ 1.160.000,$ 10.000.000
informatica-y-telecom,Desarrollador .net,$ 3.961.814/mes,1.271 salarios,$ 1.000.000,$ 7.000.000
informatica-y-telecom,IT specialist,$ 3.887.170/mes,39 salarios,$ 1.500.000,$ 6.000.000
informatica-y-telecom,Desarrollador sql,$ 3.885.202/mes,128 salarios,$ 1.000.000,$ 8.000.000
informatica-y-telecom,Programador sénior,$ 3.850.761/mes,66 salarios,$ 1.400.000,$ 8.000.000
informatica-y-telecom,Web developer,$ 3.849.530/mes,35 salarios,$ 1.199.997,$ 9.000.000
informatica-y-telecom,Ingeniero especialista,$ 3.787.586/mes,915 salarios,$ 1.000.000,$ 8.000.000
informatica-y-telecom,Desarrolladores/as .net,$ 3.777.333/mes,30 salarios,$ 1.000.000,$ 4.500.000
informatica-y-telecom,Desarrolladores de sistemas,$ 3.708.385/mes,29 salarios,$ 1.500.000,$ 4.812.127
informatica-y-telecom,Desarrolladores/as de software,$ 3.704.338/mes,31 salarios,$ 1.049.998,$ 6.090.000
informatica-y-telecom,Programador cobol,$ 3.697.641/mes,39 salarios,$ 1.500.000,$ 5.500.000
informatica-y-telecom,Desarrollador/a de software,$ 3.671.308/mes,1.074 salarios,$ 1.000.000,$ 7.500.000
informatica-y-telecom,Ingeniero programador,$ 3.621.905/mes,246 salarios,$ 1.197.586,$ 8.000.000
informatica-y-telecom,Ingeniero preventa,$ 3.609.541/mes,417 salarios,$ 1.000.000,$ 9.400.000
informatica-y-telecom,Desarrollador freelance,$ 3.593.333/mes,21 salarios,$ 2.000.000,$ 5.000.000
informatica-y-telecom,Ingeniero administración,$ 3.583.546/mes,193 salarios,$ 1.000.000,$ 11.810.000
informatica-y-telecom,Ingeniero administrador,$ 3.570.088/mes,293 salarios,$ 1.000.000,$ 8.000.000
informatica-y-telecom,Administrador/a de sistemas,$ 3.568.242/mes,421 salarios,$ 1.000.000,$ 10.000.000
informatica-y-telecom,Engineers,$ 3.555.932/mes,118 salarios,$ 1.900.000,$ 3.700.000
informatica-y-telecom,Desarrollador programador,$ 3.544.378/mes,497 salarios,$ 1.000.000,$ 9.112.600
informatica-y-telecom,Ingeniero consultor,$ 3.502.095/mes,21 salarios,$ 1.544.000,$ 6.500.000
informatica-y-telecom,Ingeniero/a en sistemas,$ 3.493.743/mes,677 salarios,$ 1.000.000,$ 10.137.000
informatica-y-telecom,Ingeniera en sistemas,$ 3.470.184/mes,66 salarios,$ 1.000.000,$ 7.400.000
informatica-y-telecom,Ingeniero automatización,$ 3.466.926/mes,559 salarios,$ 1.000.000,$ 7.647.000
informatica-y-telecom,Ingeniero/a de software,$ 3.465.158/mes,381 salarios,$ 1.050.000,$ 7.293.618
informatica-y-telecom,Programadores/as .NET,$ 3.462.500/mes,48 salarios,$ 3.000.000,$ 4.100.000
informatica-y-telecom,Desarrollador qlikview,$ 3.437.500/mes,8 salarios,$ 3.000.000,$ 3.500.000
informatica-y-telecom,Ingeniero de desarrollo,$ 3.431.194/mes,699 salarios,$ 1.000.000,$ 6.000.000
informatica-y-telecom,Especialista en seguridad de la información,$ 3.424.895/mes,22 salarios,$ 1.300.000,$ 4.500.000
informatica-y-telecom,Ingeniero ti,$ 3.422.201/mes,59 salarios,$ 1.500.000,$ 6.500.000
informatica-y-telecom,Desarrollador/a,$ 3.420.318/mes,8.531 salarios,$ 1.000.000,$ 10.450.000
informatica-y-telecom,Ingeniero especializado,$ 3.418.871/mes,53 salarios,$ 1.000.000,$ 8.000.000
informatica-y-telecom,Ingenieros de sistemas,$ 3.397.811/mes,91 salarios,$ 1.056.000,$ 5.467.000
informatica-y-telecom,Líder de proyectos,$ 3.389.503/mes,931 salarios,$ 1.000.000,$ 8.000.000
informatica-y-telecom,Programador Delphi,$ 3.375.000/mes,12 salarios,$ 2.000.000,$ 4.500.000
informatica-y-telecom,Desarrollador de software,$ 3.361.740/mes,786 salarios,$ 1.000.000,$ 8.653.492
informatica-y-telecom,Ingeniero aplicaciones,$ 3.352.289/mes,386 salarios,$ 1.100.000,$ 6.630.562
informatica-y-telecom,Desarrollador analista,$ 3.308.288/mes,75 salarios,$ 1.500.000,$ 6.000.000
informatica-y-telecom,Desarrollador android,$ 3.288.202/mes,232 salarios,$ 1.000.000,$ 5.500.000
informatica-y-telecom,Technical support engineer,$ 3.282.353/mes,34 salarios,$ 2.600.000,$ 3.800.000
informatica-y-telecom,Analista de seguridad informática,$ 3.280.436/mes,102 salarios,$ 1.350.000,$ 5.234.000
informatica-y-telecom,Jefe de sistemas,$ 3.274.873/mes,194 salarios,$ 1.000.000,$ 6.000.000
informatica-y-telecom,Ingeniero/a de proyectos,$ 3.267.966/mes,1.823 salarios,$ 1.000.000,$ 8.000.000
informatica-y-telecom,Coordinador/a de proyectos,$ 3.260.032/mes,1.815 salarios,$ 1.000.000,$ 6.250.000
informatica-y-telecom,Desarrollador software,$ 3.257.654/mes,93 salarios,$ 1.200.000,$ 5.800.000
informatica-y-telecom,Desarrollador php,$ 3.250.297/mes,479 salarios,$ 1.000.000,$ 10.000.000
informatica-y-telecom,Ingeniero/a de sistemas,$ 3.240.652/mes,3.108 salarios,$ 1.000.000,$ 8.600.000
informatica-y-telecom,Desarrollador net,$ 3.238.050/mes,139 salarios,$ 1.000.000,$ 6.000.000
informatica-y-telecom,Consultor ti,$ 3.216.000/mes,25 salarios,$ 2.000.000,$ 4.500.000
informatica-y-telecom,Software tester,$ 3.204.128/mes,31 salarios,$ 1.000.000,$ 6.372.000
informatica-y-telecom,Desarrollador,$ 3.199.733/mes,619 salarios,$ 1.000.000,$ 8.000.000
informatica-y-telecom,Ingeniero pruebas,$ 3.141.706/mes,139 salarios,$ 1.500.000,$ 3.460.000
informatica-y-telecom,Administrador/a de redes,$ 3.139.558/mes,132 salarios,$ 1.000.000,$ 7.000.000
informatica-y-telecom,Ingeniero/a,$ 3.134.851/mes,5.778 salarios,$ 1.000.000,$ 6.570.000
informatica-y-telecom,Analista qa,$ 3.069.583/mes,316 salarios,$ 1.000.000,$ 5.749.043
informatica-y-telecom,Oficial de seguridad,$ 3.057.620/mes,313 salarios,$ 1.000.000,$ 9.000.000
informatica-y-telecom,Analista tester,$ 3.035.604/mes,164 salarios,$ 1.098.744,$ 6.000.000
informatica-y-telecom,Programador/a sql,$ 3.035.000/mes,10 salarios,$ 2.000.000,$ 3.150.000
informatica-y-telecom,Ingenieros/as,$ 3.010.837/mes,147 salarios,$ 1.000.000,$ 7.000.000
informatica-y-telecom,Programador oracle,$ 2.991.191/mes,14 salarios,$ 2.000.000,$ 4.400.000
informatica-y-telecom,Ingeniero IT,$ 2.983.809/mes,57 salarios,$ 1.000.000,$ 6.500.000
informatica-y-telecom,Desarrolladores/as,$ 2.912.682/mes,208 salarios,$ 1.000.000,$ 5.000.000
informatica-y-telecom,Administrador/a de proyectos,$ 2.901.060/mes,269 salarios,$ 1.100.000,$ 7.500.000
informatica-y-telecom,Gestor/a de proyectos,$ 2.866.608/mes,346 salarios,$ 1.000.000,$ 9.000.000
informatica-y-telecom,Desarrollador C#,$ 2.802.750/mes,56 salarios,$ 1.500.000,$ 5.000.000
informatica-y-telecom,QA analyst,$ 2.772.757/mes,74 salarios,$ 1.000.000,$ 4.500.000
informatica-y-telecom,Ingeniero sistemas,$ 2.762.134/mes,264 salarios,$ 1.000.000,$ 7.000.000
informatica-y-telecom,Informáticas,$ 2.758.498/mes,264 salarios,$ 1.000.000,$ 6.300.000
informatica-y-telecom,Analista de software,$ 2.744.599/mes,762 salarios,$ 1.000.000,$ 6.000.000
informatica-y-telecom,Ingeniero técnico,$ 2.732.237/mes,193 salarios,$ 1.000.000,$ 12.000.000
informatica-y-telecom,Ingeniero/a de servicios,$ 2.705.359/mes,512 salarios,$ 1.000.000,$ 10.000.000
informatica-y-telecom,Ingeniero ccna,$ 2.669.099/mes,141 salarios,$ 1.500.000,$ 4.500.000
informatica-y-telecom,Programador sql,$ 2.643.792/mes,50 salarios,$ 1.000.000,$ 4.500.000
informatica-y-telecom,Consultor ERP,$ 2.608.824/mes,34 salarios,$ 1.000.000,$ 4.000.000
informatica-y-telecom,Technical support engineers,$ 2.600.000/mes,62 salarios,$ 2.600.000,$ 2.600.000
informatica-y-telecom,Analista de proyectos,$ 2.524.988/mes,2.172 salarios,$ 1.000.000,$ 6.500.000
informatica-y-telecom,Ingeniero de proyectos,$ 2.522.202/mes,979 salarios,$ 1.000.000,$ 5.500.000
informatica-y-telecom,Ingenieros/as telecomunicaciones,$ 2.515.234/mes,113 salarios,$ 1.100.000,$ 5.300.000
informatica-y-telecom,Desarrollador web,$ 2.477.322/mes,687 salarios,$ 1.000.000,$ 5.061.600
informatica-y-telecom,Administradores/as de sistemas,$ 2.456.522/mes,23 salarios,$ 1.800.000,$ 2.500.000
informatica-y-telecom,Coordinador de sistemas,$ 2.441.142/mes,383 salarios,$ 1.000.000,$ 5.000.000
informatica-y-telecom,Ingeniero júnior,$ 2.414.828/mes,405 salarios,$ 1.000.000,$ 6.500.000
informatica-y-telecom,Ingeniero de soporte,$ 2.395.693/mes,513 salarios,$ 1.000.000,$ 7.122.050
informatica-y-telecom,Modelo,$ 2.393.885/mes,296 salarios,$ 1.000.000,$ 7.000.000
informatica-y-telecom,Sistemas,$ 2.375.924/mes,1.737 salarios,$ 1.000.000,$ 5.115.161
informatica-y-telecom,Desarrolladores,$ 2.331.655/mes,29 salarios,$ 1.470.000,$ 3.000.000
informatica-y-telecom,Auditor financiero,$ 2.322.438/mes,426 salarios,$ 1.000.000,$ 4.300.000
informatica-y-telecom,Programador,$ 2.291.900/mes,265 salarios,$ 1.000.000,$ 5.383.000
informatica-y-telecom,Contadora pública,$ 2.288.174/mes,274 salarios,$ 1.000.000,$ 4.000.000
informatica-y-telecom,Prevención,$ 2.261.152/mes,873 salarios,$ 1.000.000,$ 8.541.000
informatica-y-telecom,Programadores/as de sistemas,$ 2.260.000/mes,8 salarios,$ 2.260.000,$ 2.260.000
informatica-y-telecom,Técnico preventa,$ 2.256.250/mes,40 salarios,$ 1.050.000,$ 3.000.000
informatica-y-telecom,Supervisor de proyectos,$ 2.244.041/mes,46 salarios,$ 1.100.000,$ 4.700.000
informatica-y-telecom,Analista de base de datos,$ 2.234.408/mes,214 salarios,$ 1.000.000,$ 5.600.000
informatica-y-telecom,Ingeniero/a ccna,$ 2.230.233/mes,6 salarios,$ 2.000.000,$ 2.276.400
informatica-y-telecom,Consultant,$ 2.216.961/mes,1.427 salarios,$ 1.000.000,$ 3.000.000
informatica-y-telecom,Analista de ingeniería,$ 2.211.783/mes,1.332 salarios,$ 1.000.000,$ 5.300.000
informatica-y-telecom,Proyecto,$ 2.209.255/mes,741 salarios,$ 1.000.000,$ 4.675.807
