Pais,Codigo ISO pais,Departamento/Estado,Ciudad_Migrada,Oficina de registro,Grupo edad,Edades,Area Conocimiento,Sub Area Conocimiento,Nivel Academico,Estado civil,Genero,Etnia de la persona,Estatura CM,Pais de Nacimiento,Departamento/Estado.1,Ciudad_Origen,x inicial,y inicial,Fecha de Registro,Cantidad de personas,concat,COMPARATIVO,Coordenada X,Coordenada Y,Mes_Año,Año
ESTADOS UNIDOS,USA,NEW JERSEY,PATERSON,C. NEWARK,ADULTO MAYOR,62,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,OTRO,-1,COLOMBIA,SANTANDER,BUCARAMANGA,3.709.024,-95.712.891,2023-08-01,1,COLOMBIASANTANDERBUCARAMANGA,COLOMBIA,7.1669842,-73.1047294,08-2023,2023
CANADA,CAN,ONTARIO,TORONTO,C. TORONTO,ADULTO,29,CIENCIAS SOCIALES Y HUMANAS,OTROS ESTUDIOS EN CIENCIAS SOCIALES Y HUMANAS,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,56.130.366,-106.346.771,2021-08-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,08-2021,2021
ESTADOS UNIDOS,USA,NEW YORK,COLLEGE POINT,C. NUEVA YORK,ADULTO,53,CIENCIAS DE LA EDUCACION,EDUCACION,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,ANTIOQUIA,MEDELLIN,3.709.024,-95.712.891,2024-01-01,1,COLOMBIAANTIOQUIAMEDELLIN,COLOMBIA,6.2697325,-75.6025597,01-2024,2024
ESTADOS UNIDOS,USA,CALIFORNIA,SANTA ANA,C. LOS ANGELES,ADULTO,48,NINGUNA,NINGUNA,BACHILLERATO,UNION_LIBRE,MASCULINO,OTRO,-1,COLOMBIA,SUCRE,SINCELEJO,3.709.024,-95.712.891,2023-08-01,1,COLOMBIASUCRESINCELEJO,COLOMBIA,9.2973386,-75.3926601,08-2023,2023
ESTADOS UNIDOS,USA,MARYLAND,GAITHERSBURG,C. WASHINGTON,ADULTO,39,NINGUNA,NINGUNA,PRIMARIA,CASADO,MASCULINO,OTRO,-1,COLOMBIA,QUINDIO,ARMENIA QUINDIO,3.709.024,-95.712.891,2024-02-01,1,COLOMBIAQUINDIOARMENIA QUINDIO,COLOMBIA,4.510816,-75.7079177,02-2024,2024
ESTADOS UNIDOS,USA,NEW YORK,MANHATTAN,C. NUEVA YORK,ADULTO MAYOR,61,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,VALLE DEL CAUCA,SANTIAGO DE CALI,3.709.024,-95.712.891,2024-12-01,1,COLOMBIAVALLE DEL CAUCASANTIAGO DE CALI,COLOMBIA,3.4519988,-76.5325259,12-2024,2024
ESTADOS UNIDOS,USA,FLORIDA,PEMBROKE PINES,C. MIAMI,ADULTO,56,"INGENIERIA, ARQUITECTURA Y AFINES",INGENIERIA ELECTRICA Y AFINES,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,SANTANDER,BUCARAMANGA,3.709.024,-95.712.891,2021-05-01,1,COLOMBIASANTANDERBUCARAMANGA,COLOMBIA,7.1669842,-73.1047294,05-2021,2021
ESTADOS UNIDOS,USA,ILLINOIS,AURORA,C. CHICAGO,ADULTO,34,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,SANTANDER,GIRON,3.709.024,-95.712.891,2024-02-01,1,COLOMBIASANTANDERGIRON,COLOMBIA,7.0732333,-73.1689196,02-2024,2024
ESTADOS UNIDOS,USA,FLORIDA,TAMPA,C. ORLANDO,ADULTO,49,NINGUNA,NINGUNA,NO INDICA,CASADO,FEMENINO,OTRO,-1,COLOMBIA,VALLE DEL CAUCA,SANTIAGO DE CALI,3.709.024,-95.712.891,2021-12-01,1,COLOMBIAVALLE DEL CAUCASANTIAGO DE CALI,COLOMBIA,3.4519988,-76.5325259,12-2021,2021
ESTADOS UNIDOS,USA,CONNECTICUT,STRATFORD,C. NUEVA YORK,ADULTO,30,CIENCIAS DE LA SALUD,MEDICINA,NO INDICA,CASADO,FEMENINO,OTRO,-1,COLOMBIA,ANTIOQUIA,MEDELLIN,3.709.024,-95.712.891,2022-09-01,1,COLOMBIAANTIOQUIAMEDELLIN,COLOMBIA,6.2697325,-75.6025597,09-2022,2022
ESTADOS UNIDOS,USA,NEW JERSEY,HARRISON,C. NEWARK,ADULTO,50,NINGUNA,NINGUNA,NO INDICA,UNION_LIBRE,MASCULINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,VILLETA,3.709.024,-95.712.891,2021-07-01,1,COLOMBIACUNDINAMARCAVILLETA,COLOMBIA,5.0112575,-74.4702304,07-2021,2021
ESTADOS UNIDOS,USA,NEW YORK,WEST HEMPSTEAD,C. NUEVA YORK,ADULTO,56,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,VALLE DEL CAUCA,SANTIAGO DE CALI,3.709.024,-95.712.891,2021-07-01,1,COLOMBIAVALLE DEL CAUCASANTIAGO DE CALI,COLOMBIA,3.4519988,-76.5325259,07-2021,2021
ESTADOS UNIDOS,USA,TEXAS,DALLAS,C. HOUSTON,ADULTO,29,"INGENIERIA, ARQUITECTURA Y AFINES",INGENIERIA CIVIL Y AFINES,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,COLOMBIA,SANTANDER,BUCARAMANGA,3.709.024,-95.712.891,2021-05-01,1,COLOMBIASANTANDERBUCARAMANGA,COLOMBIA,7.1669842,-73.1047294,05-2021,2021
ESTADOS UNIDOS,USA,NEW YORK,GLENDALE,C. NUEVA YORK,ADULTO,31,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,-1,COLOMBIA,NORTE DE SANTANDER,CUCUTA,3.709.024,-95.712.891,2024-07-01,1,COLOMBIANORTE DE SANTANDERCUCUTA,COLOMBIA,8.0776187,-72.4689002,07-2024,2024
ESTADOS UNIDOS,USA,TEXAS,AUSTIN,C. HOUSTON,ADULTO,46,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,OTRO,-1,COLOMBIA,CAUCA,PIENDAMO,3.709.024,-95.712.891,2024-04-01,1,COLOMBIACAUCAPIENDAMO,COLOMBIA,2.6404294,-76.5325746,04-2024,2024
ESTADOS UNIDOS,USA,SOUTH CAROLINA,LANCASTER,C. ATLANTA,ADULTO,38,"INGENIERIA, ARQUITECTURA Y AFINES",INGENIERIA QUIMICA Y AFINES,NO INDICA,CASADO,FEMENINO,NINGUNA,-1,COLOMBIA,CAUCA,POPAYAN,3.709.024,-95.712.891,2021-12-01,1,COLOMBIACAUCAPOPAYAN,COLOMBIA,2.4422295,-76.6072368,12-2021,2021
ESTADOS UNIDOS,USA,FLORIDA,PANAMA CITY,C. ORLANDO,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,HUILA,LA PLATA,3.709.024,-95.712.891,2023-10-01,1,COLOMBIAHUILALA PLATA,COLOMBIA,2.3894154,-75.8926236,10-2023,2023
ESTADOS UNIDOS,USA,FLORIDA,WESTON,C. MIAMI,ADULTO JOVEN,20,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2021-06-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,06-2021,2021
ESTADOS UNIDOS,USA,OHIO,COLUMBUS,C. CHICAGO,ADULTO,37,MATEMATICAS  Y CIENCIAS NATURALES,BIOLOGIA MICROBIOLOGIAY AFINES,POSTGRADO - DOCTORADO,SOLTERO,FEMENINO,NINGUNA,155,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2021-06-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,06-2021,2021
ESTADOS UNIDOS,USA,NEW JERSEY,FLEMINGTON,C. NEWARK,ADULTO,45,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ADMINISTRACION,PREGRADO - PROFESIONAL,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,176,COLOMBIA,RISARALDA,SANTA ROSA DE CABAL,3.709.024,-95.712.891,2023-12-01,1,COLOMBIARISARALDASANTA ROSA DE CABAL,COLOMBIA,4.8650708,-75.6211554,12-2023,2023
ESTADOS UNIDOS,USA,DISTRICT OF COLUMBIA,WASHINGTON CITY,C. WASHINGTON,ADULTO,47,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ADMINISTRACION,POSTGRADO - MAESTRIA,CASADO,MASCULINO,NINGUNA,-1,COLOMBIA,SANTANDER,BUCARAMANGA,3.709.024,-95.712.891,2024-10-01,1,COLOMBIASANTANDERBUCARAMANGA,COLOMBIA,7.1669842,-73.1047294,10-2024,2024
ESTADOS UNIDOS,USA,TEXAS,HOUSTON,C. HOUSTON,ADULTO,30,"INGENIERIA, ARQUITECTURA Y AFINES",INGENIERIA MECANICA Y AFINES,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2022-12-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,12-2022,2022
ESTADOS UNIDOS,USA,NEW YORK,BRONX,C. NUEVA YORK,ADULTO MAYOR,66,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",CONTADURIA PUBLICA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,ANTIOQUIA,MEDELLIN,3.709.024,-95.712.891,2021-07-01,1,COLOMBIAANTIOQUIAMEDELLIN,COLOMBIA,6.2697325,-75.6025597,07-2021,2021
ESTADOS UNIDOS,USA,ILLINOIS,BERWYN,C. CHICAGO,ADULTO,33,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2022-12-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,12-2022,2022
ESTADOS UNIDOS,USA,NEW YORK,LONG ISLAND,C. NUEVA YORK,ADULTO,33,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ADMINISTRACION,PREGRADO - TECNOLOGICO,CASADO,FEMENINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2024-04-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,04-2024,2024
ESTADOS UNIDOS,USA,ILLINOIS,CHICAGO,C. CHICAGO,ADULTO,31,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,ANTIOQUIA,CAUCASIA,3.709.024,-95.712.891,2023-12-01,1,COLOMBIAANTIOQUIACAUCASIA,COLOMBIA,7.9877579,-75.1983745,12-2023,2023
CANADA,CAN,ONTARIO,TORONTO,C. TORONTO,ADULTO,29,NINGUNA,NINGUNA,NINGUNO,UNION_LIBRE,MASCULINO,OTRO,-1,COLOMBIA,VALLE DEL CAUCA,SANTIAGO DE CALI,56.130.366,-106.346.771,2023-12-01,1,COLOMBIAVALLE DEL CAUCASANTIAGO DE CALI,COLOMBIA,3.4519988,-76.5325259,12-2023,2023
ESTADOS UNIDOS,USA,NEW YORK,QUEENS,C. NUEVA YORK,ADULTO,57,NINGUNA,NINGUNA,NO INDICA,CASADO,MASCULINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2021-10-01,2,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,10-2021,2021
ESTADOS UNIDOS,USA,ILLINOIS,JOLIET,C. CHICAGO,ADULTO,53,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,OTRO,-1,COLOMBIA,CALDAS,MANIZALES,3.709.024,-95.712.891,2023-10-01,1,COLOMBIACALDASMANIZALES,COLOMBIA,5.0743694,-75.5081167,10-2023,2023
ESTADOS UNIDOS,USA,PENNSYLVANIA,FILADELFIA,C. NEWARK,ADULTO,35,"INGENIERIA, ARQUITECTURA Y AFINES","INGENIERIA AMBIENTAL, SANITARIA Y AFINES",PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,CESAR,SAN ALBERTO,3.709.024,-95.712.891,2024-05-01,1,COLOMBIACESARSAN ALBERTO,COLOMBIA,7.7614,-73.3931,05-2024,2024
ESTADOS UNIDOS,USA,CALIFORNIA,SAN FRANCISCO,C. SAN FRANCISCO,ADULTO,35,CIENCIAS SOCIALES Y HUMANAS,GEOGRAFIAO HISTORIA,POSTGRADO - DOCTORADO,CASADO,FEMENINO,OTRO,-1,COLOMBIA,VALLE DEL CAUCA,SANTIAGO DE CALI,3.709.024,-95.712.891,2023-11-01,1,COLOMBIAVALLE DEL CAUCASANTIAGO DE CALI,COLOMBIA,3.4519988,-76.5325259,11-2023,2023
ESTADOS UNIDOS,USA,GEORGIA,ATHENS,C. ATLANTA,ADULTO,36,CIENCIAS SOCIALES Y HUMANAS,OTROS ESTUDIOS EN CIENCIAS SOCIALES Y HUMANAS,PREGRADO - PROFESIONAL,CASADO,FEMENINO,NINGUNA,-1,COLOMBIA,ANTIOQUIA,MEDELLIN,3.709.024,-95.712.891,2023-06-01,1,COLOMBIAANTIOQUIAMEDELLIN,COLOMBIA,6.2697325,-75.6025597,06-2023,2023
ESTADOS UNIDOS,USA,CONNECTICUT,NORWALK,C. NUEVA YORK,ADULTO,32,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,-1,COLOMBIA,META,VILLAVICENCIO,3.709.024,-95.712.891,2023-09-01,1,COLOMBIAMETAVILLAVICENCIO,COLOMBIA,4.1347644,-73.6201517,09-2023,2023
CANADA,CAN,SASKATCHEWAN,LLOYDMINSTER,C. CALGARY,ADULTO,37,CIENCIAS SOCIALES Y HUMANAS,PSICOLOGIA Y AFINES,PREGRADO - PROFESIONAL,CASADO,FEMENINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,56.130.366,-106.346.771,2021-11-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,11-2021,2021
ESTADOS UNIDOS,USA,NEW YORK,HOLLIS,C. NUEVA YORK,ADULTO JOVEN,20,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2022-11-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,11-2022,2022
CANADA,CAN,ONTARIO,BURLINGTON,C. TORONTO,ADULTO JOVEN,24,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,56.130.366,-106.346.771,2022-04-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,04-2022,2022
ESTADOS UNIDOS,USA,FLORIDA,FORT MYERS,C. MIAMI,ADULTO,51,CIENCIAS DE LA SALUD,TERAPIAS,NO INDICA,CASADO,MASCULINO,OTRO,-1,COLOMBIA,SANTANDER,BUCARAMANGA,3.709.024,-95.712.891,2022-03-01,1,COLOMBIASANTANDERBUCARAMANGA,COLOMBIA,7.1669842,-73.1047294,03-2022,2022
ESTADOS UNIDOS,USA,NEW JERSEY,SOUTH BOUND BROOK,C. NEWARK,ADULTO,55,CIENCIAS DE LA SALUD,TERAPIAS,PREGRADO - TECNOLOGICO,DIVORCIADO,FEMENINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2023-04-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,04-2023,2023
AUSTRALIA,AUS,QUEENSLAND,BRISBANE,C. SYDNEY,ADULTO,43,"INGENIERIA, ARQUITECTURA Y AFINES","INGENIERIA EN SISTEMAS, TELEMATICAY AFINES",POSTGRADO - ESPECIALIZACION,SOLTERO,MASCULINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,-25.274.398,133.775.136,2023-04-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,04-2023,2023
ESTADOS UNIDOS,USA,NEW YORK,NUEVA YORK,C. NUEVA YORK,ADULTO,40,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",CONTADURIA PUBLICA,PREGRADO - PROFESIONAL,CASADO,FEMENINO,NINGUNA,-1,COLOMBIA,SANTANDER,BUCARAMANGA,3.709.024,-95.712.891,2023-11-01,1,COLOMBIASANTANDERBUCARAMANGA,COLOMBIA,7.1669842,-73.1047294,11-2023,2023
ESTADOS UNIDOS,USA,CALIFORNIA,STANTON,C. LOS ANGELES,ADULTO,41,NINGUNA,NINGUNA,NO INDICA,CASADO,MASCULINO,NINGUNA,-1,COLOMBIA,SANTANDER,BUCARAMANGA,3.709.024,-95.712.891,2021-09-01,1,COLOMBIASANTANDERBUCARAMANGA,COLOMBIA,7.1669842,-73.1047294,09-2021,2021
ESTADOS UNIDOS,USA,NEW JERSEY,ENGLEWOOD,C. NEWARK,ADULTO,32,NINGUNA,NINGUNA,BACHILLERATO,UNION_LIBRE,MASCULINO,OTRO,-1,COLOMBIA,VALLE DEL CAUCA,SANTIAGO DE CALI,3.709.024,-95.712.891,2022-09-01,1,COLOMBIAVALLE DEL CAUCASANTIAGO DE CALI,COLOMBIA,3.4519988,-76.5325259,09-2022,2022
ESTADOS UNIDOS,USA,NEW YORK,QUEENS,C. NUEVA YORK,ADULTO,54,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,PREGRADO - PROFESIONAL,CASADO,FEMENINO,OTRO,-1,COLOMBIA,ANTIOQUIA,ABRIAQUI,3.709.024,-95.712.891,2023-03-01,1,COLOMBIAANTIOQUIAABRIAQUI,COLOMBIA,6.631864,-76.0645258,03-2023,2023
ESTADOS UNIDOS,USA,FLORIDA,COCONUT CREEK,C. MIAMI,ADULTO,59,"INGENIERIA, ARQUITECTURA Y AFINES","INGENIERIA EN SISTEMAS, TELEMATICAY AFINES",PREGRADO - TECNOLOGICO,CASADO,MASCULINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2024-06-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,06-2024,2024
ESTADOS UNIDOS,USA,NEW YORK,QUEENS,C. NUEVA YORK,ADULTO,34,CIENCIAS DE LA SALUD,ODONTOLOGIA,PREGRADO - TECNICO PROFESIONAL,CASADO,MASCULINO,OTRO,-1,COLOMBIA,ATLANTICO,SABANAGRANDE,3.709.024,-95.712.891,2024-03-01,1,COLOMBIAATLANTICOSABANAGRANDE,COLOMBIA,10.8040818,-74.774451,03-2024,2024
ESTADOS UNIDOS,USA,MASSACHUSETTS,EAST BOSTON,C. BOSTON,ADULTO JOVEN,28,NINGUNA,NINGUNA,BACHILLERATO,DESCONOCIDO,MASCULINO,OTRO,-1,COLOMBIA,VALLE DEL CAUCA,EL AGUILA,3.709.024,-95.712.891,2024-01-01,1,COLOMBIAVALLE DEL CAUCAEL AGUILA,COLOMBIA,4.9381541,-76.0602975,01-2024,2024
ESTADOS UNIDOS,USA,DISTRICT OF COLUMBIA,WASHINGTON,C. WASHINGTON,ADULTO,33,NINGUNA,NINGUNA,NO INDICA,CASADO,FEMENINO,OTRO,-1,COLOMBIA,ANTIOQUIA,MEDELLIN,3.709.024,-95.712.891,2021-09-01,1,COLOMBIAANTIOQUIAMEDELLIN,COLOMBIA,6.2697325,-75.6025597,09-2021,2021
ESTADOS UNIDOS,USA,FLORIDA,MIAMI LAKES,C. MIAMI,ADULTO MAYOR,60,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ADMINISTRACION,NO INDICA,CASADO,MASCULINO,OTRO,-1,COLOMBIA,ATLANTICO,BARRANQUILLA,3.709.024,-95.712.891,2021-06-01,1,COLOMBIAATLANTICOBARRANQUILLA,COLOMBIA,11.0101922,-74.8231794,06-2021,2021
ESTADOS UNIDOS,USA,FLORIDA,WESTON,C. MIAMI,ADULTO,45,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ADMINISTRACION,NO INDICA,CASADO,MASCULINO,NINGUNA,-1,COLOMBIA,SANTANDER,BARRANCABERMEJA,3.709.024,-95.712.891,2022-02-01,1,COLOMBIASANTANDERBARRANCABERMEJA,COLOMBIA,7.0673313,-73.8525627,02-2022,2022
ESTADOS UNIDOS,USA,SOUTH CAROLINA,NORTH,C. ATLANTA,ADULTO,45,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,-1,COLOMBIA,BOLIVAR,CARTAGENA,3.709.024,-95.712.891,2023-07-01,1,COLOMBIABOLIVARCARTAGENA,COLOMBIA,10.4265566,-75.5441671,07-2023,2023
ESTADOS UNIDOS,USA,SOUTH CAROLINA,SUMMERVILLE,C. ATLANTA,ADULTO,47,NINGUNA,NINGUNA,NO INDICA,CASADO,MASCULINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2022-01-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,01-2022,2022
ESTADOS UNIDOS,USA,FLORIDA,MIAMI,C. MIAMI,ADULTO,41,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ADMINISTRACION,NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2022-08-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,08-2022,2022
ESTADOS UNIDOS,USA,TEXAS,PLANO,C. HOUSTON,ADULTO,42,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,SANTANDER,SAN VICENTE DE CHUCURI,3.709.024,-95.712.891,2024-07-01,1,COLOMBIASANTANDERSAN VICENTE DE CHUCURI,COLOMBIA,6.9287793,-73.5207543,07-2024,2024
ESTADOS UNIDOS,USA,NEW YORK,BRONX,C. NUEVA YORK,ADULTO MAYOR,69,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,VALLE DEL CAUCA,BUENAVENTURA,3.709.024,-95.712.891,2023-04-01,1,COLOMBIAVALLE DEL CAUCABUENAVENTURA,COLOMBIA,3.8881929,-77.0738324,04-2023,2023
ESTADOS UNIDOS,USA,NEW YORK,WHITE PLAINS,C. NUEVA YORK,ADULTO MAYOR,61,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,NINGUNA,-1,COLOMBIA,ANTIOQUIA,ENVIGADO,3.709.024,-95.712.891,2024-09-01,1,COLOMBIAANTIOQUIAENVIGADO,COLOMBIA,6.1701348,-75.587415,09-2024,2024
ESTADOS UNIDOS,USA,OHIO,AKRON,C. CHICAGO,ADULTO,37,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,-1,COLOMBIA,CAQUETA,CURILLO,3.709.024,-95.712.891,2024-02-01,1,COLOMBIACAQUETACURILLO,COLOMBIA,1.0326931,-75.9193814,02-2024,2024
ESTADOS UNIDOS,USA,NEW YORK,BROOKLYN,C. NUEVA YORK,ADULTO MAYOR,70,NINGUNA,NINGUNA,NO INDICA,CASADO,FEMENINO,OTRO,-1,COLOMBIA,ANTIOQUIA,MEDELLIN,3.709.024,-95.712.891,2022-08-01,1,COLOMBIAANTIOQUIAMEDELLIN,COLOMBIA,6.2697325,-75.6025597,08-2022,2022
ESTADOS UNIDOS,USA,NEW YORK,PAWLING,C. NUEVA YORK,ADULTO,30,BELLAS ARTES,ARTES PLASTICASVISUALES Y AFINES,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,BOLIVAR,CARTAGENA,3.709.024,-95.712.891,2024-01-01,1,COLOMBIABOLIVARCARTAGENA,COLOMBIA,10.4265566,-75.5441671,01-2024,2024
CANADA,CAN,QUEBEC,MONTREAL,C. MONTREAL,ADULTO,47,BELLAS ARTES,MUSICA,PREGRADO - PROFESIONAL,CASADO,MASCULINO,AFRODESCENDIENTE,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,56.130.366,-106.346.771,2022-12-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,12-2022,2022
ESTADOS UNIDOS,USA,NEW YORK,JACKSON HEIGHTS,C. NUEVA YORK,ADULTO,34,"INGENIERIA, ARQUITECTURA Y AFINES","INGENIERIA EN SISTEMAS, TELEMATICAY AFINES",PREGRADO - TECNICO PROFESIONAL,SOLTERO,MASCULINO,NINGUNA,-1,COLOMBIA,NORTE DE SANTANDER,CUCUTA,3.709.024,-95.712.891,2023-07-01,1,COLOMBIANORTE DE SANTANDERCUCUTA,COLOMBIA,8.0776187,-72.4689002,07-2023,2023
ESTADOS UNIDOS,USA,MASSACHUSETTS,EAST BOSTON,C. BOSTON,ADULTO,38,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,ANTIOQUIA,ANGOSTURA,3.709.024,-95.712.891,2024-03-01,1,COLOMBIAANTIOQUIAANGOSTURA,COLOMBIA,6.8858191,-75.3349565,03-2024,2024
ESTADOS UNIDOS,USA,NEW YORK,BROOKLYN,C. NUEVA YORK,ADULTO,30,BELLAS ARTES,MUSICA,PREGRADO - PROFESIONAL,CASADO,MASCULINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2023-11-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,11-2023,2023
ESTADOS UNIDOS,USA,NEW YORK,JAMAICA,C. NUEVA YORK,ADULTO,43,"INGENIERIA, ARQUITECTURA Y AFINES","INGENIERIA EN SISTEMAS, TELEMATICAY AFINES",NO INDICA,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2021-10-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,10-2021,2021
ESTADOS UNIDOS,USA,NEW JERSEY,KEARNY,C. NEWARK,ADULTO,35,CIENCIAS DE LA SALUD,OTRO PROGRAMA DE SALUD,NO INDICA,CASADO,FEMENINO,OTRO,-1,COLOMBIA,ANTIOQUIA,YARUMAL,3.709.024,-95.712.891,2021-07-01,1,COLOMBIAANTIOQUIAYARUMAL,COLOMBIA,6.9625927,-75.4165529,07-2021,2021
ESTADOS UNIDOS,USA,FLORIDA,NORTH PORT,C. MIAMI,ADULTO,44,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,OTRO,-1,COLOMBIA,VALLE DEL CAUCA,SANTIAGO DE CALI,3.709.024,-95.712.891,2023-09-01,1,COLOMBIAVALLE DEL CAUCASANTIAGO DE CALI,COLOMBIA,3.4519988,-76.5325259,09-2023,2023
